1	0.8035773
2	0.79384094
3	0.78105956
4	0.76169026
5	0.7349154
6	0.7000573
7	0.6577109
8	0.6093046
9	0.5582615
10	0.50559443
11	0.45778978
12	0.4148922
13	0.381619
14	0.3543005
15	0.3334984
16	0.3181249
17	0.30527985
18	0.2939812
19	0.28449073
20	0.27452192
21	0.26603428
22	0.25684026
23	0.24673933
24	0.23798491
25	0.22894387
26	0.22050005
27	0.2142117
28	0.2069585
29	0.20240496
30	0.19777109
31	0.19312328
32	0.18845306
33	0.18516934
34	0.18263054
35	0.17910805
36	0.17599598
37	0.17331018
38	0.1704666
39	0.16858247
40	0.16594516
41	0.16369763
42	0.16093656
43	0.16004018
44	0.15765394
45	0.15543932
46	0.15518408
47	0.15323816
48	0.15144923
49	0.15011957
50	0.1484735
51	0.14665157
52	0.14605355
53	0.14527576
54	0.14412478
55	0.14299087
56	0.14153379
57	0.14109729
58	0.14071423
59	0.13883145
60	0.13866225
61	0.13801971
62	0.1367504
63	0.13612804
64	0.13551769
65	0.13440186
66	0.13418591
67	0.13303864
68	0.13213591
69	0.13173494
70	0.13133208
71	0.13067147
72	0.12938097
73	0.12920043
74	0.1285451
75	0.12761256
76	0.1279713
77	0.12650426
78	0.12714943
79	0.12638947
80	0.12442523
81	0.1245826
82	0.124607205
83	0.1241519
84	0.123993896
85	0.1220885
86	0.12273064
87	0.121880636
88	0.12129961
89	0.12118888
90	0.1200186
91	0.12065998
92	0.119608805
93	0.11986756
94	0.119135514
95	0.11823224
96	0.118764594
97	0.11734028
98	0.11795749
99	0.11787908
100	0.116388015
101	0.116378665
102	0.11585209
103	0.116352424
104	0.11516404
105	0.11581093
106	0.11542033
107	0.11498752
108	0.11526972
109	0.114701405
110	0.11362225
111	0.113991156
112	0.1134375
113	0.11258286
114	0.11360789
115	0.11254894
116	0.11216847
117	0.11177717
118	0.11223251
119	0.11146538
120	0.11095432
121	0.11080077
122	0.11104804
123	0.11045974
124	0.11034068
125	0.1103321
126	0.11082445
127	0.11059002
128	0.109403774
129	0.10959911
130	0.10895051
131	0.10884208
132	0.108017616
133	0.10895209
134	0.10892739
135	0.10753143
136	0.108409494
137	0.10760392
138	0.1080711
139	0.10777807
140	0.10806231
141	0.10654032
142	0.107096806
143	0.10642196
144	0.106309876
145	0.106191434
146	0.106679216
147	0.106149286
148	0.10612275
149	0.105922036
150	0.10543324
151	0.106161036
152	0.105824344
153	0.1056213
154	0.10549338
155	0.10460798
156	0.10483846
157	0.10469992
158	0.104894266
159	0.104347885
160	0.10468059
161	0.10424426
162	0.10459271
163	0.103830725
164	0.10411561
165	0.103365645
166	0.10477344
167	0.10344546
168	0.103752576
169	0.10354778
170	0.104500085
171	0.10328357
172	0.103546396
173	0.10286461
174	0.10316408
175	0.102898605
176	0.10269206
177	0.102867484
178	0.102327496
179	0.102770045
180	0.102646425
181	0.10253749
182	0.1032163
183	0.101461366
184	0.10246159
185	0.10275571
186	0.101739705
187	0.10169828
188	0.102467045
189	0.10103278
190	0.10195508
191	0.10183908
192	0.10188478
193	0.101002835
194	0.10074067
195	0.101688296
196	0.10133175
197	0.10141413
198	0.10150267
199	0.1008257
200	0.1006433
201	0.10066044
